Number,#,Position F1,Position F2,Assign F1,Assign F2,Height,Volume,Line Width F1 (Hz),Line Width F2 (Hz),Merit,Details,Fit Method,Vol. Method
500,500,28.21607,158.53001,,,5.97E+09,4.50E+10,159.59144,137.16825,1,None,parabolic,box sum
501,501,158.39726,158.44291,,,4.81E+09,3.30E+10,92.84584,121.93619,1,None,parabolic,box sum
502,502,19.24059,158.24419,,,3.55E+09,2.70E+10,107.27126,164.20555,1,None,parabolic,box sum
503,503,157.99096,157.9676,,,3.73E+09,2.70E+10,89.69094,132.18544,1,None,parabolic,box sum
504,504,18.43971,157.79194,,,3.48E+09,2.34E+10,76.5651,123.52698,1,None,parabolic,box sum
505,505,27.60727,157.44035,,,3.67E+09,2.69E+10,103.72674,163.02431,1,None,parabolic,box sum
506,506,26.65865,157.04105,,,3.80E+09,2.68E+10,91.24641,141.11672,1,None,parabolic,box sum
507,507,196.46243,156.82783,,,3.75E+09,2.68E+10,88.79863,131.02338,1,None,parabolic,box sum
508,508,26.47306,156.80552,,,3.73E+09,2.91E+10,128.1451,139.13319,1,None,parabolic,box sum
509,509,26.18766,156.43913,,,5.34E+09,4.04E+10,141.24102,147.94336,1,None,parabolic,box sum
510,510,25.87266,156.19299,,,5.27E+09,4.19E+10,151.64496,169.16138,1,None,parabolic,box sum
511,511,25.41358,155.70528,,,4.41E+09,3.59E+10,157.31229,226.80371,1,None,parabolic,box sum
512,512,24.40431,154.82979,,,3.88E+09,3.03E+10,140.96254,167.2534,1,None,parabolic,box sum
513,513,24.18372,154.58527,,,4.00E+09,3.17E+10,136.87572,182.43569,1,None,parabolic,box sum
514,514,23.8974,154.20747,,,4.91E+09,3.68E+10,125.29434,146.53006,1,None,parabolic,box sum
515,515,28.3872,154.07517,,,3.42E+09,2.63E+10,102.61037,185.02363,1,None,parabolic,box sum
516,516,70.2025,153.01148,,,3.25E+09,2.08E+10,55.33216,134.00827,1,None,parabolic,box sum
517,517,22.00101,152.31277,,,4.05E+09,2.81E+10,89.9566,122.10828,1,None,parabolic,box sum
518,518,43.42574,152.13041,,,3.43E+09,2.43E+10,74.17603,141.25943,1,None,parabolic,box sum
519,519,151.87124,151.90563,,,3.42E+09,2.58E+10,119.88778,129.91769,1,None,parabolic,box sum
520,520,103.68327,151.94419,,,3.42E+09,2.30E+10,66.35292,122.63295,1,None,parabolic,box sum
521,521,21.54338,151.87715,,,3.42E+09,2.46E+10,140.69872,154.77598,1,None,parabolic,box sum
522,522,151.70972,151.73162,,,4.32E+09,3.14E+10,132.27956,127.88259,1,None,parabolic,box sum
523,523,151.54917,151.55875,,,4.44E+09,3.34E+10,116.15333,126.93999,1,None,parabolic,box sum
524,524,21.20037,151.51131,,,4.11E+09,3.15E+10,143.22947,162.89479,1,None,parabolic,box sum
525,525,151.34425,151.33483,,,4.57E+09,3.33E+10,116.76953,127.64754,1,None,parabolic,box sum
526,526,151.15293,151.10524,,,5.32E+09,3.72E+10,102.08944,118.87395,1,None,parabolic,box sum
527,527,150.43382,150.32721,,,3.55E+09,2.55E+10,120.51253,122.18204,1,None,parabolic,box sum
528,528,20.03142,150.37281,,,9.22E+09,6.70E+10,104.37897,131.71354,1,None,parabolic,box sum
529,529,19.68436,149.94991,,,9.02E+09,6.47E+10,118.19308,123.11924,1,None,parabolic,box sum
530,530,19.23421,149.58446,,,7.88E+09,5.86E+10,148.54748,121.67296,1,None,parabolic,box sum
531,531,19.05459,149.39235,,,8.89E+09,6.49E+10,107.3421,136.78809,1,None,parabolic,box sum
532,532,18.5295,148.80331,,,4.38E+09,3.32E+10,154.66672,185.72519,1,None,parabolic,box sum
533,533,15.62001,145.98563,,,3.82E+09,2.73E+10,82.86511,131.33038,1,None,parabolic,box sum
534,534,137.32147,137.17661,,,4.36E+09,3.46E+10,279.31372,164.55753,1,None,parabolic,box sum
535,535,66.81896,136.52312,,,3.64E+09,2.61E+10,82.0028,154.02227,1,None,parabolic,box sum
536,536,136.35484,136.39318,,,1.24E+10,9.82E+10,170.71357,175.95743,1,None,parabolic,box sum
537,537,136.97894,135.84454,,,3.27E+09,2.57E+10,458.75057,432.79353,1,None,parabolic,box sum
538,538,135.70255,135.74829,,,1.14E+10,8.88E+10,140.91002,180.09359,1,None,parabolic,box sum
539,539,65.80513,135.55192,,,3.61E+09,2.73E+10,122.23838,142.31775,1,None,parabolic,box sum
540,540,135.35399,135.32968,,,8.42E+09,6.80E+10,175.5711,172.7279,1,None,parabolic,box sum
541,541,135.14418,135.09205,,,9.00E+09,7.07E+10,149.46109,176.37717,1,None,parabolic,box sum
542,542,65.20671,134.7475,,,3.81E+09,2.85E+10,124.46378,133.97229,1,None,parabolic,box sum
543,543,134.53806,134.52521,,,9.05E+09,6.97E+10,136.83297,155.59326,1,None,parabolic,box sum
544,544,134.02332,134.00962,,,6.53E+09,4.91E+10,140.55948,135.13795,1,None,parabolic,box sum
545,545,64.39973,133.95977,,,3.82E+09,2.92E+10,131.46244,153.06048,1,None,parabolic,box sum
546,546,133.8381,133.81941,,,5.85E+09,4.32E+10,152.57079,118.39906,1,None,parabolic,box sum
547,547,54.24238,133.31907,,,3.31E+09,2.25E+10,67.02835,134.4268,1,None,parabolic,box sum
548,548,133.18576,133.19145,,,1.08E+10,7.91E+10,118.87951,125.88827,1,None,parabolic,box sum
549,549,133.00136,133.03435,,,1.11E+10,8.32E+10,129.9137,124.97325,1,None,parabolic,box sum
550,550,132.78202,132.81614,,,1.23E+10,8.91E+10,122.11257,123.41665,1,None,parabolic,box sum
551,551,63.22223,132.82187,,,1.08E+10,7.92E+10,117.84864,128.31911,1,None,parabolic,box sum
552,552,202.2473,132.58881,,,5.40E+09,2.43E+10,18.09894,121.70774,1,None,parabolic,box sum
553,553,132.64063,132.61432,,,1.32E+10,9.59E+10,108.71618,125.57287,1,None,parabolic,box sum
554,554,63.0091,132.58603,,,9.99E+09,7.64E+10,138.86905,134.96406,1,None,parabolic,box sum
555,555,201.84113,132.16759,,,6.29E+09,4.44E+10,116.7133,114.30248,1,None,parabolic,box sum
556,556,132.25094,132.17612,,,1.18E+10,8.83E+10,127.96922,132.64594,1,None,parabolic,box sum
557,557,62.48796,132.10109,,,7.15E+09,5.42E+10,126.69407,137.52322,1,None,parabolic,box sum
558,558,131.87321,131.80254,,,9.45E+09,7.29E+10,157.84849,133.85477,1,None,parabolic,box sum
559,559,62.3362,131.88322,,,6.18E+09,4.71E+10,120.9559,156.74333,1,None,parabolic,box sum
560,560,131.65856,131.62861,,,1.01E+10,7.61E+10,128.77657,142.61636,1,None,parabolic,box sum
561,561,201.09743,131.40767,,,4.00E+09,2.84E+10,168.14044,123.19959,1,None,parabolic,box sum
562,562,61.80759,131.40993,,,5.14E+09,4.00E+10,187.82792,170.47814,1,None,parabolic,box sum
563,563,131.31508,131.33717,,,7.93E+09,6.18E+10,152.77965,149.49396,1,None,parabolic,box sum
564,564,200.76997,131.02722,,,3.53E+09,2.53E+10,111.93022,131.54984,1,None,parabolic,box sum
565,565,61.41511,131.09643,,,3.69E+09,2.87E+10,173.99182,176.59543,1,None,parabolic,box sum
566,566,130.68972,130.75589,,,4.82E+09,3.77E+10,192.46682,197.06633,1,None,parabolic,box sum
567,567,61.06341,130.74694,,,4.20E+09,3.07E+10,101.36942,127.22061,1,None,parabolic,box sum
568,568,60.95675,130.53235,,,3.40E+09,2.70E+10,126.04917,167.86021,1,None,parabolic,box sum
569,569,60.68124,130.19279,,,3.75E+09,2.85E+10,122.78313,145.81472,1,None,parabolic,box sum
570,570,129.79646,129.88855,,,5.57E+09,4.48E+10,165.09509,262.48928,1,None,parabolic,box sum
571,571,60.17227,129.85382,,,3.54E+09,2.77E+10,224.48233,136.70774,1,None,parabolic,box sum
572,572,129.53173,129.57495,,,6.24E+09,5.14E+10,158.62286,217.21824,1,None,parabolic,box sum
573,573,59.83922,129.49778,,,5.58E+09,4.13E+10,108.0212,134.08742,1,None,parabolic,box sum
574,574,59.18294,128.90405,,,5.76E+09,4.37E+10,136.47998,145.34822,1,None,parabolic,box sum
575,575,58.91063,128.55554,,,5.63E+09,4.33E+10,124.60791,156.89563,1,None,parabolic,box sum
576,576,58.50541,128.14273,,,5.13E+09,3.71E+10,101.46958,133.36908,1,None,parabolic,box sum
577,577,129.63573,127.74778,,,3.37E+09,2.48E+10,175.91554,171.75772,1,None,parabolic,box sum
578,578,58.11759,127.74252,,,3.55E+09,2.68E+10,111.70741,149.19056,1,None,parabolic,box sum
579,579,128.36792,127.59437,,,3.40E+09,2.27E+10,64.65638,132.98652,1,None,parabolic,box sum
580,580,57.56644,127.19607,,,3.44E+09,2.63E+10,114.26259,163.99749,1,None,parabolic,box sum
581,581,57.25702,126.68963,,,3.31E+09,2.50E+10,130.32653,187.82624,1,None,parabolic,box sum
582,582,125.48939,125.56277,,,3.26E+09,2.32E+10,118.84531,130.08678,1,None,parabolic,box sum
583,583,55.50153,125.23931,,,3.47E+09,2.61E+10,130.73693,133.05368,1,None,parabolic,box sum
584,584,124.63497,124.60527,,,3.68E+09,2.68E+10,102.64213,191.36158,1,None,parabolic,box sum
585,585,54.93894,124.54086,,,5.63E+09,4.36E+10,123.74071,165.11637,1,None,parabolic,box sum
586,586,124.12258,124.15538,,,4.36E+09,3.31E+10,104.55119,161.08815,1,None,parabolic,box sum
587,587,202.2473,124.01363,,,3.39E+09,1.50E+10,9.6905,119.04544,1,None,parabolic,box sum
588,588,63.45093,123.99516,,,3.44E+09,2.36E+10,82.37166,116.65057,1,None,parabolic,box sum
589,589,123.84942,123.82448,,,4.43E+09,3.49E+10,144.40691,155.5357,1,None,parabolic,box sum
590,590,54.30536,123.92543,,,5.77E+09,4.52E+10,164.28408,166.71135,1,None,parabolic,box sum
591,591,123.41543,123.36227,,,4.28E+09,3.06E+10,142.73236,126.97597,1,None,parabolic,box sum
592,592,53.75395,123.36794,,,7.64E+09,5.95E+10,152.68072,154.91929,1,None,parabolic,box sum
593,593,53.49654,123.0813,,,8.14E+09,6.55E+10,163.75399,156.92321,1,None,parabolic,box sum
594,594,192.60034,122.86307,,,3.41E+09,2.49E+10,123.89949,130.97541,1,None,parabolic,box sum
595,595,122.90877,122.80711,,,5.07E+09,3.76E+10,140.44955,133.05488,1,None,parabolic,box sum
596,596,53.16844,122.81331,,,1.03E+10,7.80E+10,141.83707,151.28202,1,None,parabolic,box sum
597,597,122.48624,122.44202,,,6.74E+09,4.82E+10,117.31733,121.63579,1,None,parabolic,box sum
598,598,52.86783,122.46902,,,9.74E+09,7.58E+10,158.53858,150.07799,1,None,parabolic,box sum
599,599,122.3215,122.24718,,,6.46E+09,4.80E+10,133.99075,119.81535,1,None,parabolic,box sum
600,600,52.57479,122.24797,,,8.75E+09,7.12E+10,169.13062,170.30305,1,None,parabolic,box sum
601,601,191.65121,121.9827,,,3.52E+09,2.41E+10,95.57446,118.90393,1,None,parabolic,box sum
602,602,122.05484,122.01137,,,7.62E+09,5.72E+10,117.11336,144.93688,1,None,parabolic,box sum
603,603,52.38027,122.02012,,,9.75E+09,7.55E+10,143.44688,156.6282,1,None,parabolic,box sum
604,604,121.91135,121.84419,,,8.96E+09,6.50E+10,126.07726,118.57414,1,None,parabolic,box sum
605,605,121.65993,121.68624,,,9.03E+09,6.62E+10,142.3867,115.44175,1,None,parabolic,box sum
606,606,191.22176,121.48485,,,5.21E+09,3.80E+10,92.1191,139.65066,1,None,parabolic,box sum
607,607,121.46517,121.47628,,,1.01E+10,7.30E+10,111.94314,126.50107,1,None,parabolic,box sum
608,608,121.32169,121.27142,,,1.04E+10,7.59E+10,109.68232,125.42176,1,None,parabolic,box sum
609,609,51.64265,121.27815,,,8.36E+09,6.27E+10,123.33764,144.09382,1,None,parabolic,box sum
610,610,190.83542,121.03251,,,3.78E+09,2.65E+10,177.37283,115.45494,1,None,parabolic,box sum
611,611,51.50493,121.09463,,,8.15E+09,6.14E+10,145.04937,127.53361,1,None,parabolic,box sum
612,612,120.92951,120.87777,,,8.12E+09,5.86E+10,130.65265,118.40026,1,None,parabolic,box sum
613,613,51.26672,120.90147,,,8.26E+09,6.14E+10,137.04671,128.3275,1,None,parabolic,box sum
614,614,120.71514,120.63746,,,8.79E+09,6.30E+10,107.93693,122.12867,1,None,parabolic,box sum
615,615,190.04074,120.32011,,,3.84E+09,2.86E+10,131.81314,125.42776,1,None,parabolic,box sum
616,616,120.35696,120.37352,,,8.31E+09,6.13E+10,141.45477,117.47565,1,None,parabolic,box sum
617,617,50.79183,120.35024,,,8.54E+09,6.24E+10,108.03342,124.09781,1,None,parabolic,box sum
618,618,189.82973,120.15552,,,3.48E+09,2.49E+10,163.51307,122.5436,1,None,parabolic,box sum
619,619,120.08306,120.04713,,,9.66E+09,7.23E+10,121.84509,130.61564,1,None,parabolic,box sum
620,620,119.9342,119.85798,,,1.13E+10,8.35E+10,112.77003,140.50332,1,None,parabolic,box sum
621,621,50.39642,119.90316,,,6.14E+09,4.51E+10,117.23794,134.75179,1,None,parabolic,box sum
622,622,189.41204,119.68877,,,4.61E+09,3.22E+10,99.4825,122.87939,1,None,parabolic,box sum
623,623,119.56648,119.58637,,,9.99E+09,7.43E+10,129.74514,120.8311,1,None,parabolic,box sum
624,624,49.99276,119.57084,,,3.80E+09,2.82E+10,162.53747,120.87068,1,None,parabolic,box sum
625,625,119.40077,119.40013,,,8.72E+09,6.44E+10,128.02662,134.26371,1,None,parabolic,box sum
626,626,49.72465,119.31944,,,4.00E+09,2.98E+10,124.22927,135.00363,1,None,parabolic,box sum
627,627,119.13284,119.05346,,,8.76E+09,6.41E+10,132.91592,124.19375,1,None,parabolic,box sum
628,628,49.62095,119.19175,,,4.14E+09,2.99E+10,131.46244,115.70558,1,None,parabolic,box sum
629,629,188.55441,118.90178,,,4.59E+09,3.35E+10,125.63908,118.73244,1,None,parabolic,box sum
630,630,118.73093,118.66015,,,1.39E+10,1.05E+11,135.98409,145.9994,1,None,parabolic,box sum
631,631,49.16136,118.75837,,,5.67E+09,4.03E+10,85.43007,129.47037,1,None,parabolic,box sum
632,632,188.21585,118.54232,,,4.62E+09,3.40E+10,107.09171,125.11836,1,None,parabolic,box sum
633,633,188.02594,118.31576,,,5.75E+09,4.02E+10,98.42186,123.20078,1,None,parabolic,box sum
634,634,118.33707,118.31455,,,1.58E+10,1.25E+11,152.4914,158.21958,1,None,parabolic,box sum
635,635,48.78424,118.29835,,,5.40E+09,3.96E+10,111.41672,141.37516,1,None,parabolic,box sum
636,636,187.86753,118.09414,,,6.00E+09,4.36E+10,114.06289,124.5871,1,None,parabolic,box sum
637,637,119.09174,118.19054,,,3.38E+09,2.27E+10,360.38336,306.03222,1,None,parabolic,box sum
638,638,118.14849,118.10627,,,1.69E+10,1.31E+11,143.30764,160.66842,1,None,parabolic,box sum
639,639,48.45239,118.01827,,,4.26E+09,3.24E+10,145.76267,133.54417,1,None,parabolic,box sum
640,640,48.29138,117.80967,,,3.99E+09,2.95E+10,128.12312,129.745,1,None,parabolic,box sum
641,641,187.27309,117.53414,,,5.39E+09,4.05E+10,120.41879,144.9081,1,None,parabolic,box sum
642,642,117.56491,117.58206,,,1.21E+10,9.44E+10,162.69503,146.58343,1,None,parabolic,box sum
643,643,48.10998,117.59963,,,3.56E+09,2.61E+10,184.60096,117.10149,1,None,parabolic,box sum
644,644,118.41084,117.4091,,,3.49E+09,2.69E+10,87.97548,430.28953,1,None,parabolic,box sum
645,645,117.41781,117.40677,,,1.27E+10,9.67E+10,135.33919,143.01691,1,None,parabolic,box sum
646,646,47.69688,117.33959,,,4.76E+09,3.53E+10,123.35719,157.84542,1,None,parabolic,box sum
647,647,186.61699,116.96723,,,3.87E+09,2.92E+10,100.69979,154.49237,1,None,parabolic,box sum
648,648,186.42708,116.6777,,,4.38E+09,3.20E+10,82.69076,157.82024,1,None,parabolic,box sum
649,649,117.98683,116.68975,,,3.55E+09,2.66E+10,444.9047,152.93696,1,None,parabolic,box sum
650,650,116.60956,116.5378,,,6.98E+09,5.60E+10,179.57976,156.13292,1,None,parabolic,box sum
651,651,116.36996,116.4108,,,8.21E+09,6.36E+10,156.70892,146.17329,1,None,parabolic,box sum
652,652,116.22847,116.23251,,,8.25E+09,6.46E+10,179.23166,160.49573,1,None,parabolic,box sum
653,653,46.61603,116.15758,,,4.90E+09,3.40E+10,93.4083,121.87084,1,None,parabolic,box sum
654,654,185.63488,116.01873,,,3.92E+09,2.85E+10,97.94704,135.71958,1,None,parabolic,box sum
655,655,115.9232,115.96238,,,8.71E+09,6.67E+10,154.16106,151.30481,1,None,parabolic,box sum
656,656,115.64761,115.63674,,,7.71E+09,6.18E+10,135.35995,182.12389,1,None,parabolic,box sum
657,657,46.10213,115.65445,,,3.56E+09,2.55E+10,98.46492,138.20199,1,None,parabolic,box sum
658,658,45.38658,114.98806,,,3.35E+09,2.42E+10,115.23728,127.81064,1,None,parabolic,box sum
659,659,114.48488,114.43491,,,3.60E+09,2.88E+10,137.36184,201.4831,1,None,parabolic,box sum
660,660,43.74243,113.43673,,,3.34E+09,2.59E+10,86.73942,215.65084,1,None,parabolic,box sum
661,661,43.50355,113.03324,,,4.00E+09,2.96E+10,113.66899,137.38531,1,None,parabolic,box sum
662,662,42.45906,112.15764,,,3.98E+09,2.93E+10,100.26527,155.66402,1,None,parabolic,box sum
663,663,41.70875,111.43162,,,5.41E+09,4.00E+10,117.6239,147.32215,1,None,parabolic,box sum
664,664,41.02857,110.68638,,,5.64E+09,4.36E+10,140.93567,156.49628,1,None,parabolic,box sum
665,665,40.37717,110.07536,,,6.87E+09,5.32E+10,133.28478,152.93576,1,None,parabolic,box sum
666,666,39.61817,109.26346,,,3.82E+09,2.79E+10,148.85771,137.09869,1,None,parabolic,box sum
667,667,186.99945,108.625,,,3.26E+09,2.18E+10,65.40449,142.28418,1,None,parabolic,box sum
668,668,173.68364,104.14019,,,3.49E+09,2.55E+10,175.87218,138.44303,1,None,parabolic,box sum
669,669,173.27809,103.77332,,,4.91E+09,3.76E+10,130.32653,142.00715,1,None,parabolic,box sum
670,670,33.71011,103.49496,,,3.95E+09,3.07E+10,148.9994,170.66282,1,None,parabolic,box sum
671,671,172.77194,103.32276,,,4.04E+09,2.99E+10,126.74781,128.54577,1,None,parabolic,box sum
672,672,172.61694,103.17344,,,3.76E+09,2.96E+10,141.87921,154.5991,1,None,parabolic,box sum
673,673,172.40838,102.92267,,,3.85E+09,2.91E+10,140.8459,139.18776,1,None,parabolic,box sum
674,674,33.29167,102.87816,,,3.70E+09,2.69E+10,118.60347,130.06639,1,None,parabolic,box sum
675,675,171.80876,102.51578,,,3.27E+09,2.42E+10,166.41849,143.87556,1,None,parabolic,box sum
676,676,171.42351,101.88133,,,3.48E+09,2.38E+10,88.26495,119.96645,1,None,parabolic,box sum
677,677,31.68217,101.37128,,,3.40E+09,2.60E+10,133.32142,170.80673,1,None,parabolic,box sum
678,678,28.74221,98.44052,,,4.76E+09,3.52E+10,104.1298,152.45847,1,None,parabolic,box sum
679,679,28.25866,97.93675,,,5.43E+09,3.71E+10,93.73319,125.63163,1,None,parabolic,box sum
680,680,27.79684,97.48314,,,4.73E+09,3.42E+10,103.6901,128.59373,1,None,parabolic,box sum
681,681,27.23319,96.92216,,,3.52E+09,2.55E+10,74.89421,144.21494,1,None,parabolic,box sum
682,682,26.28379,96.0096,,,3.76E+09,2.89E+10,184.88677,188.14284,1,None,parabolic,box sum
683,683,26.01548,95.67923,,,5.04E+09,3.85E+10,122.22616,142.74708,1,None,parabolic,box sum
684,684,25.68881,95.29191,,,5.13E+09,3.95E+10,128.51397,153.53058,1,None,parabolic,box sum
685,685,24.94475,94.69647,,,4.35E+09,3.18E+10,101.9899,139.95287,1,None,parabolic,box sum
686,686,24.52769,94.26555,,,4.21E+09,3.06E+10,132.77912,146.34238,1,None,parabolic,box sum
687,687,181.33447,94.02892,,,3.26E+09,2.09E+10,59.17135,122.7055,1,None,parabolic,box sum
688,688,24.17876,93.85602,,,3.64E+09,2.89E+10,149.15574,166.91402,1,None,parabolic,box sum
689,689,23.54432,93.27036,,,3.70E+09,2.93E+10,136.44334,168.51619,1,None,parabolic,box sum
690,690,21.89429,91.61255,,,3.82E+09,2.54E+10,85.04166,111.78769,1,None,parabolic,box sum
691,691,21.4423,91.21447,,,3.33E+09,2.41E+10,116.71029,138.46822,1,None,parabolic,box sum
692,692,20.79974,90.50295,,,4.60E+09,3.12E+10,109.93393,119.84413,1,None,parabolic,box sum
693,693,20.29386,90.00734,,,9.40E+09,6.71E+10,106.6459,122.91417,1,None,parabolic,box sum
694,694,20.12797,89.81767,,,1.09E+10,8.00E+10,120.47955,122.57119,1,None,parabolic,box sum
695,695,19.97354,89.65413,,,1.10E+10,8.10E+10,143.87193,120.87787,1,None,parabolic,box sum
696,696,19.53686,89.28309,,,1.24E+10,9.25E+10,119.33876,130.40697,1,None,parabolic,box sum
697,697,19.3558,89.0746,,,1.17E+10,8.70E+10,122.49732,132.93016,1,None,parabolic,box sum
698,698,19.18491,88.84746,,,1.10E+10,8.13E+10,114.31145,129.81455,1,None,parabolic,box sum
699,699,18.62623,88.35061,,,6.06E+09,4.47E+10,129.49109,126.66537,1,None,parabolic,box sum
700,700,18.21922,87.91414,,,4.27E+09,3.27E+10,118.77203,189.49557,1,None,parabolic,box sum
701,701,15.88533,85.52812,,,4.14E+09,2.83E+10,88.15869,110.52609,1,None,parabolic,box sum
702,702,15.55427,85.22381,,,3.56E+09,2.43E+10,94.21687,109.05823,1,None,parabolic,box sum
703,703,151.2667,81.6234,,,3.87E+09,2.52E+10,79.52701,106.74851,1,None,parabolic,box sum
704,704,150.85421,81.18652,,,3.54E+09,2.41E+10,81.10751,127.83342,1,None,parabolic,box sum
705,705,70.61349,70.3991,,,3.79E+09,2.99E+10,247.88204,205.0832,1,None,parabolic,box sum
706,706,69.87648,69.8439,,,1.51E+10,1.23E+11,149.82751,177.32816,1,None,parabolic,box sum
707,707,171.58544,69.35148,,,4.33E+09,3.23E+10,368.99611,145.31824,1,None,parabolic,box sum
708,708,170.9139,69.36874,,,3.40E+09,2.64E+10,525.97129,256.76054,1,None,parabolic,box sum
709,709,20.11014,69.35882,,,1.33E+10,1.12E+11,308.91084,349.93134,1,None,parabolic,box sum
710,710,172.91276,69.09893,,,7.49E+09,5.38E+10,105.1454,130.03042,1,None,parabolic,box sum
711,711,172.10098,69.13461,,,3.80E+09,2.83E+10,394.32381,129.97285,1,None,parabolic,box sum
712,712,69.08933,69.05955,,,4.88E+10,3.79E+11,136.48487,157.75908,1,None,parabolic,box sum
713,713,57.23421,69.11125,,,1.23E+10,9.25E+10,128.66298,138.37468,1,None,parabolic,box sum
714,714,61.58722,69.0061,,,6.03E+09,4.62E+10,122.09669,158.71606,1,None,parabolic,box sum
715,715,60.11869,68.92306,,,8.23E+09,6.64E+10,140.32252,557.66724,1,None,parabolic,box sum
716,716,19.30649,69.02113,,,2.10E+10,1.65E+11,244.54271,157.58399,1,None,parabolic,box sum
717,717,169.54196,68.70573,,,5.41E+09,4.08E+10,111.08388,164.46519,1,None,parabolic,box sum
718,718,19.80601,68.74307,,,1.96E+10,1.59E+11,224.62157,224.9305,1,None,parabolic,box sum
719,719,59.9538,68.54562,,,6.36E+09,5.64E+10,213.19897,636.6703,1,None,parabolic,box sum
720,720,68.33126,68.37015,,,2.60E+10,2.11E+11,190.30249,175.36142,1,None,parabolic,box sum
721,721,67.92297,67.87964,,,4.12E+10,3.19E+11,135.97187,154.99604,1,None,parabolic,box sum
722,722,67.34525,67.37046,,,5.00E+10,3.84E+11,134.89215,145.49812,1,None,parabolic,box sum
723,723,172.07696,67.20379,,,5.04E+09,3.92E+10,169.34681,143.04929,1,None,parabolic,box sum
724,724,136.60121,67.12759,,,3.62E+09,2.72E+10,115.48278,145.3734,1,None,parabolic,box sum
725,725,55.5618,67.17957,,,7.48E+09,5.79E+10,167.23011,134.08622,1,None,parabolic,box sum
726,726,20.08383,67.28491,,,1.01E+10,8.14E+10,164.33049,426.53353,1,None,parabolic,box sum
727,727,55.27961,67.04053,,,7.25E+09,5.42E+10,182.88366,131.68776,1,None,parabolic,box sum
728,728,66.60974,66.58376,,,2.12E+10,1.66E+11,175.39155,149.87532,1,None,parabolic,box sum
729,729,170.00627,66.2037,,,6.72E+09,5.33E+10,144.21271,197.61198,1,None,parabolic,box sum
730,730,135.68011,66.14714,,,3.62E+09,2.81E+10,140.52406,169.23573,1,None,parabolic,box sum
731,731,66.16144,66.14713,,,3.56E+10,2.74E+11,130.38027,152.20423,1,None,parabolic,box sum
732,732,54.50566,66.15078,,,5.90E+09,4.91E+10,174.1164,916.03878,1,None,parabolic,box sum
733,733,172.53572,66.03543,,,4.11E+09,3.05E+10,132.9837,149.69304,1,None,parabolic,box sum
734,734,55.22367,65.66973,,,4.45E+09,3.74E+10,300.25107,1351.70807,1,None,parabolic,box sum
735,735,65.50208,65.45286,,,1.51E+10,1.20E+11,196.10905,161.4671,1,None,parabolic,box sum
736,736,134.63738,65.0922,,,3.98E+09,3.16E+10,143.07558,163.32112,1,None,parabolic,box sum
737,737,64.58729,64.57414,,,6.19E+10,4.82E+11,142.61388,164.127,1,None,parabolic,box sum
738,738,172.69245,64.43315,,,1.63E+10,1.27E+11,136.71999,532.52892,1,None,parabolic,box sum
739,739,133.91808,64.37664,,,6.84E+09,5.21E+10,147.31752,155.46135,1,None,parabolic,box sum
740,740,55.86113,64.48016,,,5.80E+09,4.93E+10,561.78111,302.36737,1,None,parabolic,box sum
741,741,54.08944,64.38939,,,3.08E+10,2.49E+11,131.6139,433.16289,1,None,parabolic,box sum
742,742,170.20303,64.29303,,,4.12E+09,3.22E+10,368.89718,701.52961,1,None,parabolic,box sum
743,743,64.17538,64.17018,,,8.80E+10,6.90E+11,147.36271,163.52739,1,None,parabolic,box sum
744,744,174.59224,64.02829,,,3.47E+09,2.33E+10,95.94271,114.10221,1,None,parabolic,box sum
745,745,133.70329,64.15203,,,6.86E+09,5.31E+10,137.33008,160.19352,1,None,parabolic,box sum
746,746,57.67321,64.04199,,,1.51E+10,1.18E+11,133.9077,173.10446,1,None,parabolic,box sum
747,747,63.89969,63.8984,,,8.18E+10,6.79E+11,214.23473,190.59887,1,None,parabolic,box sum
748,748,64.98271,63.73467,,,3.37E+09,2.84E+10,967.13666,525.65012,1,None,parabolic,box sum
749,749,61.71198,63.65289,,,5.19E+09,4.25E+10,823.78016,845.25766,1,None,parabolic,box sum
750,750,171.6843,63.457,,,2.77E+10,2.19E+11,194.44672,170.06321,1,None,parabolic,box sum
751,751,132.99767,63.43722,,,1.21E+10,9.01E+10,117.96223,130.00163,1,None,parabolic,box sum
752,752,64.81293,63.44676,,,3.65E+09,3.09E+10,794.57144,522.16036,1,None,parabolic,box sum
753,753,63.40054,63.38735,,,1.71E+11,1.34E+12,141.97631,165.62125,1,None,parabolic,box sum
754,754,53.97629,63.42963,,,5.08E+10,4.17E+11,221.5876,322.12113,1,None,parabolic,box sum
755,755,132.85119,63.25207,,,1.33E+10,9.87E+10,119.24593,130.59405,1,None,parabolic,box sum
756,756,55.64194,63.24481,,,4.34E+09,3.62E+10,845.67265,1012.37075,1,None,parabolic,box sum
757,757,103.1427,63.15337,,,5.13E+09,3.88E+10,119.54151,153.87836,1,None,parabolic,box sum
758,758,63.12474,63.13308,,,1.59E+11,1.28E+12,166.92965,170.8451,1,None,parabolic,box sum
759,759,132.49176,62.95768,,,1.13E+10,8.49E+10,136.50196,129.20774,1,None,parabolic,box sum
760,760,55.75664,62.84505,,,4.30E+09,3.74E+10,844.24605,994.18559,1,None,parabolic,box sum
761,761,174.42003,62.60951,,,3.46E+09,2.69E+10,140.68528,3030.65559,1,None,parabolic,box sum
